category	country	country_short	lang	lang_short	name	region	subject	text	type	url
National	Bulgaria	BG	Bulgarian	bg	silistra	European Union	General News	silistra	webnews	http://www.silistra.bg/
National	Italy	IT	Italian	it	regione-marche	European Union	General News	Regione Marche	webnews	https://www.regione.marche.it/
National	Sweden	SE	Swedish	sv	motorrad	European Union	General News	Motorrad	webnews	http://www.motorrad.se/
National	Russia	RU	Russian	ru	emigrados	Asia	General News	emigrados	webnews	http://emigrados.ru
National	Chile	CL	Spanish	es	df-CL	South America	General News	Diario Financiero	webnews	http://www.df.cl
Regional	Romania	RO	Romanian	ro	monitorulbt	European Union	General News	Monitorul de Botoșani	webnews	https://www.monitorulbt.ro/
National	USA	US	English	en	lcsun-news	North America	General News	Las Cruces	webnews	https://www.lcsun-news.com/
National	Ukraine	UA	Russian	ru	kharkivoda-ru	Europe Other	General News	kharkivoda - russian	webnews	https://kharkivoda.gov.ua/ru
National	Cameroon	CM	French	fr	camerounlink	Africa	General News	Cameroun link	webnews	http://www.camerounlink.net/
National	USA	US	English	en	kualalumpurtimes	North America	General News	Kuala Lumpurtimes	webnews	http://www.kualalumpurtimes.com/
National	Italy	IT	Italian	it	terremarsicane	European Union	General News	Terre marsicane	webnews	https://www.terremarsicane.it/
National	United Kingdom	GB	English	en	chemicalwatch	Europe Other	General News	Chemical Watch News	webnews	https://home.chemicalwatch.com/
National	Italy	IT	Italian	it	meteobook-it	European Union	General News	Previsioni meteo Italia- Meteobook	webnews	http://meteobook.it/
National	USA	US	English	en	dailyvoice-northernvalley	North America	General News	Northern Valley Daily Voice	webnews	http://northernvalley.dailyvoice.com/
National	Slovenia	SI	Slovenian	sl	cosmopolitan	European Union	General News	Cosmopolitan	webnews	http://www.cosmopolitan.si/
National	Lebanon	LB	Arabic	ar	tayyar	Middle East	General News	tayyar - Lebanon	webnews	http://www.tayyar.org/tayyar
National	Syria	SY	Arabic	ar	Sana-ar	Middle East	General News	SANA - Syrian Arab News Agency  (Arabic)	webnews	http://www.sana.sy/
Regional	Italy	IT	Italian	it	abruzzoindependent	European Union	General News	Abruzzo Independent	webnews	http://www.abruzzoindependent.it/
National	Portugal	PT	Portuguese	pt	diariopopular	European Union	General News	Diário Popular	webnews	http://www.diariopopular.com.br/
National	Ivory Coast	CI	French	fr	linfodrome	Africa	General News	linfodrome	webnews	http://www.linfodrome.com/
National	Angola	AO	Portuguese	pt	radioecclesia	Africa	General News	Radio Ecclesia	webnews	http://www.radioecclesia.org
International	France	FR	French	fr	sur-la-plage	European Union	General News	Sur la plage : le site d'infos sur les plages du monde ! Actualités, webcams...	webnews	http://www.sur-la-plage.com/
International	Greece	GR	Modern Greek (1453-)	el	AlphaTV	European Union	General News	AlphaTV	webnews	https://www.alphatv.gr/
National	Hungary	HU	English	en	budapesttimes	European Union	General News	The Budapest Times	webnews	https://www.budapesttimes.hu/
National	Uganda	UG	English	en	newvision	Africa	General News	The New Vision	webnews	http://www.newvision.co.ug
International	Spain	ES	Spanish	es	noticiasdenavarra	European Union	General News	Noticias de Navarra	webnews	http://www.noticiasdenavarra.com/
National	Argentina	AR	Spanish	es	eldiarionuevodia	South America	General News	Nuevo Día Santa Cruz	webnews	http://www.eldiarionuevodia.com.ar/
National	Latvia	LV	Latvian	lv	vestnesis	European Union	General News	Latvijas Vestnesis	webnews	http://lv.lv/
National	Nicaragua	NI	Spanish	es	articulo66	Central America	General News	Artículo 66	webnews	https://www.articulo66.com/
National	Turkey	TR	Turkish	tr	corumhakimiyet	EU Candidate	General News	Çorum Hakimiyet Gazetesi	webnews	http://www.corumhakimiyet.net/
National	Italy	IT	Italian	it	europeanaffairs-it	European Union	General News	055Firenze	webnews	http://www.europeanaffairs.it/
National	France	FR	English	en	cnrs	European Union	General News	cnrs	webnews	http://www.cnrs.fr/en
National	Venezuela	VE	Spanish	es	telesurtv	South America	General News	teleSUR	webnews	http://www.telesurtv.net/
National	Belgium	BE	Dutch	nl	milieurapport	European Union	General News	milieurapport	webnews	https://www.milieurapport.be/
National	France	FR	French	fr	lagazettedescommunes	European Union	General News	La Gazette des Communes des Départements des Régions	webnews	http://www.lagazettedescommunes.com/
National	Spain	ES	Spanish	es	telecinco	European Union	General News	telecinco - Spanish TV News	webnews	https://www.telecinco.es/
National	Romania	RO	English	en	mediafax-en	European Union	General News	Mediafax (english)	webnews	https://www.mediafax.ro/english/
National	Chile	CL	Spanish	es	cooperativa	South America	General News	Radio Cooperativa	webnews	http://www.cooperativa.cl/
International	Sweden	SE	Swedish	sv	24timmar	European Union	General News	24timmar	webnews	http://www.24timmar.se/
National	Russia	RU	Russian	ru	militarynews-ru	Asia	General News	militarynews	webnews	http://militarynews.ru/default.asp?lang=rus
National	Germany	DE	English	en	liberalforum	European Union	General News	migration NGO - ELF	webnews	http://www.liberalforum.eu/
National	Portugal	PT	Portuguese	pt	policiajudiciaria	European Union	General News	POLÍCIA JUDICIÁRIA	webnews	http://www.policiajudiciaria.pt/
National	Portugal	PT	Portuguese	pt	tvi24	European Union	General News	tvi 24	webnews	http://www.tvi24.iol.pt/
National	USA	US	English	en	whig	North America	General News	whig	webnews	http://www.whig.com/
National	Peru	PE	Spanish	es	elperuano	South America	General News	El Peruano	webnews	http://www.elperuano.com.pe/edicion/
National	Italy	IT	Italian	it	ilnord	European Union	General News	Il Nord	webnews	http://www.ilnord.it/
National	Canada	CA	English	en	chathamdailynews	North America	General News	Chatham Daily News	webnews	http://www.chathamdailynews.ca/
National	USA	US	Arabic	ar	cnnarabic	North America	General News	CNN Arabic news	webnews	http://arabic.cnn.com/
National	Germany	DE	German	de	boell	European Union	General News	migration NGO - Heinrich Böll Foundation	webnews	https://www.boell.de/en/topics/migration
National	Georgia	GE	Georgian	ka	amerikiskhma	Asia	General News	amerikiskhma	webnews	https://www.amerikiskhma.com/
National	Sweden	SE	Swedish	sv	kristdemokraterna	European Union	General News	kristdemokraterna	webnews	https://www.kristdemokraterna.se/
International	Paraguay	PY	Spanish	es	UltimaHora	South America	General News	Ultima Hora	webnews	http://www.ultimahora.com/
National	Sweden	SE	Swedish	sv	publikt	European Union	General News	Publikt	webnews	http://www.publikt.se/
International	Japan	JP	Japanese	ja	minyu-net	Asia	General News	Fukushima Minyu	webnews	http://www.minyu-net.com/
National	Bulgaria	BG	Bulgarian	bg	agro-bg	European Union	General News	agro	webnews	http://agro.bg/
National	United Kingdom	GB	English	en	nature-micronano	Europe Other	General News	Nature -  microsystems & nanoengineering	webnews	https://www.nature.com/micronano/
National	Brazil	BR	Portuguese	pt	radios	South America	General News	radios	webnews	http://radios.ebc.com.br/
National	Moldova	MD	Romanian	ro	publika	Europe Other	General News	Publika	webnews	http://www.publika.md/
National	Saint Vincent and the Grenadines	VC	English	en	thevincentian	Central America	General News	The Vincentian	webnews	http://thevincentian.com/
National	France	FR	French	fr	nordlittoral	European Union	General News	Nord Littoral	webnews	https://www.nordlittoral.fr/
National	Mexico	MX	Spanish	es	debate	North America	General News	El Debate	webnews	http://www.debate.com.mx/index.html
National	USA	US	English	en	treehugger	North America	General News	TreeHugger The way forward is here	webnews	https://www.treehugger.com/
National	Croatia	HR	Croatian	hr	novilist	European Union	General News	Novi list	webnews	http://novilist.hr/Vijesti
National	Kenya	KE	English	en	kenya-today	Africa	General News	Kenya Today	webnews	http://www.kenya-today.com/
International	Vietnam	VN	English	en	vietnamhumanrights	Asia	General News	Vietnam Human Rights Network	webnews	http://www.vietnamhumanrights.net/
Regional	Netherlands	NL	Dutch	nl	visserijnieuws	European Union	General News	visserijnieuws	webnews	https://www.visserijnieuws.nl/
National	Bulgaria	BG	Bulgarian	bg	press-mvr	European Union	General News	Bulgaria Ministry of Interior	webnews	https://www.mvr.bg/
National	USA	US	English	en	cp24	North America	General News	cp24	webnews	http://www.cp24.com/
International	Gabon	GA	French	fr	legrigriinternational	Africa	General News	Le Gri-Gri International Satirique africain francophone	webnews	http://www.legrigriinternational.com/
National	Italy	IT	Italian	it	ilgiornale-elezioni	European Union	General News	Il Giornale  - ELEZIONI	webnews	http://www.ilgiornale.it/
Local	Italy	IT	Italian	it	agensir	European Union	General News	AgenSIR	webnews	https://www.agensir.it/
National	Mexico	MX	Spanish	es	elpaso	North America	General News	El Diario	webnews	http://diario.mx/
International	Peru	PE	Spanish	es	ElComercio	South America	General News	El Comercio Perú	webnews	https://elcomercio.pe/
National	Thailand	TH	English	en	thaipbs	Asia	General News	Thai PBS English News	webnews	https://www.thaipbsworld.com/
National	USA	US	English	en	claimsjournal	North America	General News	Claims Journal - Insurance news and resources for the claims industry	webnews	https://www.claimsjournal.com/
National	Belarus	BY	Russian	ru	realt	Europe Other	General News	realt	webnews	http://realt.by/
National	Sweden	SE	Swedish	sv	nwt	European Union	General News	nwt	webnews	https://www.nwt.se/
National	Belgium	BE	English	en	ecre	European Union	General News	migration NGO - European Council on Refugees and Exiles (ECRE)	webnews	https://www.ecre.org/
National	Russia	RU	Russian	ru	caucasustimes	Asia	General News	Caucasus Times	webnews	http://caucasustimes.com/ru/
National	United Kingdom	GB	English	en	nature-nathumbehav	Europe Other	General News	Nature - Human Behaviour	webnews	https://www.nature.com/nathumbehav
National	USA	US	English	en	lancastereaglegazette	North America	General News	Lancaster Eagle Gazette	webnews	http://www.lancastereaglegazette.com/
National	Georgia	GE	Georgian	ka	palitravideo	Asia	General News	Palitra-TV-Radio	webnews	https://www.palitravideo.ge/
National	North Macedonia	MK	Macedonian	mk	kurir	EU Candidate	General News	Kurir	webnews	http://kurir.mk/
National	Armenia	AM	English	en	solaron-am	Asia	General News	SolarOn	webnews	https://solaron.am/
Local	Spain	ES	Spanish	es	laprovincia	European Union	General News	La Provincia	webnews	http://www.laprovincia.es/
National	Sweden	SE	Swedish	sv	nvp	European Union	General News	nvp	webnews	http://www.nvp.se/
National	Ukraine	UA	Ukrainian	uk	news-online-uk	Europe Other	General News	news online ua	webnews	http://news.online.ua/ukr/
National	United Kingdom	GB	English	en	nature-npjcompumats	Europe Other	General News	Nature - npj Computational Materials	webnews	https://www.nature.com/npjcompumats/
National	Sweden	SE	Swedish	sv	via-tt-se	European Union	General News	Via TT	webnews	https://via.tt.se/
National	Sweden	SE	English	en	nordea	European Union	General News	Nordea	webnews	http://www.nordea.com/en/index.html
Local	Romania	RO	Hungarian	hu	maszol	European Union	General News	Új magyar szó	webnews	http://maszol.ro
National	Italy	IT	English	en	advancedfleetmanagementconsulting	European Union	General News	advanced fleet management consulting	webnews	https://advancedfleetmanagementconsulting.com/eng/
International	Congo, The Democratic Republic of the	CD	French	fr	monusco-fr	Africa	General News	D.R.C. (MONUSCO) UN Mission - french	webnews	http://monusco.unmissions.org/
National	USA	US	English	en	streetinsider	North America	General News	StreetInsider.com	webnews	https://www.streetinsider.com/
National	India	IN	Arabic	ar	forbesmiddleeast	Asia	General News	Forbes middle east	webnews	https://www.forbesmiddleeast.com/
Regional	Netherlands	NL	Dutch	nl	amsterdamcentraal	European Union	General News	Amsterdam Centraal	webnews	http://www.amsterdamcentraal.nl/
National	USA	US	English	en	airport-world	North America	General News	Airport World	webnews	https://airport-world.com/news/
National	Ireland	IE	English	en	theirishworld	European Union	General News	The Irish World	webnews	http://www.theirishworld.com
Local	Romania	RO	Romanian	ro	curier	European Union	General News	curier - Arges	webnews	http://www.curier.ro/
National	Italy	IT	Italian	it	vendingnews	European Union	General News	Vendingnews	webnews	https://www.vendingnews.it/
Local	Italy	IT	Italian	it	laprovinciadilecco	European Union	General News	La provincia di Lecco	webnews	http://www.laprovinciadilecco.it/
National	Sweden	SE	Swedish	sv	qimtek	European Union	General News	qimtek	webnews	http://www.qimtek.se/
National	Latvia	LV	Latvian	lv	ntz	European Union	General News	Neatkarīgās Tukuma Ziņas	webnews	http://www.ntz.lv
National	USA	US	English	en	dailynews	North America	General News	The Los Angeles Daily News	webnews	http://www.dailynews.com/
National	Lebanon	LB	Arabic	ar	aljadeed	Middle East	General News	Al-Jadeed	webnews	http://aljadeed.tv/arabic
National	Austria	AT	English	en	ecoi	European Union	General News	ECOI	webnews	https://www.ecoi.net/
National	Russia	RU	Russian	ru	ntv	Asia	General News	ntv	webnews	https://www.ntv.ru/
National	Poland	PL	Polish	pl	nto	European Union	General News	Nowa Trybuna Opolska	webnews	http://www.nto.pl/
National	China	CN	English	en	ecns	Asia	General News	ecns	webnews	http://www.ecns.cn/
National	Venezuela	VE	Spanish	es	notiactual	South America	General News	Minuto a minuto	webnews	http://minutoaminuto.com.ve/
National	Bulgaria	BG	Bulgarian	bg	news	European Union	General News	news.bg	webnews	https://news.bg/
Regional	El Salvador	SV	Spanish	es	diariocolatino	Central America	General News	Diario Co Latino	webnews	http://www.diariocolatino.com/
National	Cyprus	CY	Modern Greek (1453-)	el	typos	European Union	General News	Typos	webnews	http://www.typos.com.cy/
National	Russia	RU	Russian	ru	nsn	Asia	General News	nsn	webnews	http://nsn.fm/
National	Sweden	SE	Swedish	sv	nsk	European Union	General News	Norra Skåne	webnews	https://www.nsk.se/
National	Finland	FI	English	en	poliisi-en	European Union	General News	Poliisi - English Version	webnews	https://www.poliisi.fi/en
National	Sweden	SE	Swedish	sv	attention-riks	European Union	General News	Riksförbundet Attention	webnews	http://attention-riks.se/
National	Sweden	SE	Swedish	sv	gu-se	European Union	General News	Göteborgs universitet	webnews	http://www.gu.se/
Local	Italy	IT	Italian	it	varese7press	European Union	General News	varese7press	webnews	http://www.varese7press.it
National	Italy	IT	Italian	it	lafrecciaverde	European Union	General News	La Freccia Verde	webnews	http://www.lafrecciaverde.it/
